surface,rung,gene,pearson_r,cosine,topbase_acc,auroc,macroF1,mae,rmse,jsd_bits,kl_bits,ic_mae,covR,coverage,gate_len_mae,gate_len_bias
test,v24_ens5,FLI1,0.59646,0.75923,0.66889,0.77524,0.58107,0.21647,0.27932,0.23725,0.90465,0.92033,0.52451,0.87,2.8,2.8
test,v24_ens5,FOXA1,0.7373,0.84164,0.85069,0.87143,0.66565,0.14256,0.2278,0.13302,0.66736,0.4533,0.60714,0.825,0.25,0.25
test,v24_ens5,FOXA2,0.72785,0.81897,0.75,0.79091,0.61667,0.15803,0.26501,0.18237,0.99962,0.45843,0.58228,0.8,0.0,0.0
test,v24_ens5,FOXA3,0.69584,0.79936,0.75,0.84541,0.61667,0.17117,0.27858,0.19784,1.0961,0.53968,0.55667,0.8,0.0,0.0
test,v24_ens5,FOXC2,0.70802,0.85021,0.72,0.88472,0.53434,0.15749,0.21782,0.16218,0.64655,0.68515,0.63732,0.9,1.4,-1.0
test,v24_ens5,FOXD3,0.59368,0.75396,0.58333,0.8202,0.32143,0.20509,0.28894,0.24115,1.09994,0.79315,0.39578,0.66667,6.0,-6.0
test,v24_ens5,FOXG1,0.72948,0.8252,0.85714,0.70175,0.72222,0.17518,0.2514,0.17816,0.94305,0.87466,0.72948,1.0,3.0,3.0
test,v24_ens5,FOXK1,0.56406,0.75033,0.66667,0.80485,0.47193,0.21361,0.28499,0.23599,0.94929,0.93645,0.56406,1.0,5.66667,5.66667
test,v24_ens5,FOXK2,0.61797,0.83393,0.74603,0.73729,0.43561,0.16513,0.23692,0.16274,0.74075,0.7566,0.55122,0.88889,1.5,1.5
test,v24_ens5,FOXL2,0.75065,0.85513,0.75926,0.89513,0.61944,0.14837,0.22143,0.13508,0.60662,0.65506,0.62585,0.83333,0.33333,0.33333
test,v24_ens5,FOXM1,0.6797,0.81888,0.81667,0.75618,0.55348,0.15836,0.23883,0.15944,0.85642,0.48175,0.58383,0.86667,1.0,1.0
test,v24_ens5,FOXN3,0.8063,0.84139,0.91667,0.92535,0.65152,0.18228,0.26883,0.20462,0.83486,1.02577,0.73038,0.91667,2.33333,2.33333
test,v24_ens5,FOXO1,0.78878,0.86949,0.84416,0.84848,0.69747,0.13723,0.21465,0.13848,0.71638,0.56512,0.78878,1.0,4.09091,4.09091
test,v24_ens5,FOXO3,0.714,0.84791,0.8125,0.86473,0.67197,0.14776,0.23234,0.15258,0.68167,0.55604,0.714,1.0,3.0,3.0
test,v24_ens5,FOXO4,0.88659,0.92976,0.875,0.9,0.72727,0.11503,0.16655,0.09886,0.44773,0.71771,0.88659,1.0,2.0,2.0
test,v24_ens5,FOXP2,0.60257,0.78331,0.66667,0.81859,0.45278,0.17707,0.26678,0.19088,0.89675,0.72951,0.60257,1.0,4.66667,4.66667
test,v24_ens5,FOXP3,0.6214,0.83221,0.70409,0.80765,0.45523,0.17358,0.22521,0.14618,0.58125,0.70177,0.58262,0.94152,2.78947,2.78947
test,v24_ens5,GABPA,0.72781,0.8175,0.77778,0.93416,0.67857,0.19078,0.26676,0.21412,0.787,1.04336,0.72781,1.0,5.0,5.0
test,v24_ens5,GCN4,0.70491,0.78516,0.77232,0.84957,0.69896,0.2048,0.27388,0.23279,0.8616,1.00378,0.6757,0.94643,5.625,5.625
test,v24_ens5,NFE2L2,0.71972,0.85453,0.75011,0.89922,0.74688,0.1699,0.22606,0.15748,0.56212,0.85886,0.64638,0.9,0.4,0.4
test,v24_ens5,P53,0.40967,0.69598,0.52471,0.7088,0.48993,0.22912,0.29447,0.23925,0.91263,0.80572,0.29019,0.71711,3.21053,-3.21053
test,v24_ens5,POU1F1,0.71292,0.83994,0.75397,0.88281,0.4131,0.18072,0.23117,0.17063,0.63797,0.8993,0.3389,0.47619,5.33333,-5.33333
test,v24_ens5,POU2F1,0.65114,0.79536,0.69643,0.85881,0.38654,0.17149,0.24626,0.18369,0.79839,0.686,0.37619,0.66667,1.0,-0.71429
test,v24_ens5,POU2F2,0.79045,0.90949,0.77778,0.90756,0.43651,0.12778,0.17117,0.10813,0.38791,0.65614,0.36482,0.46154,4.33333,-4.33333
test,v24_ens5,POU2F3,0.57447,0.69756,0.61905,0.84014,0.51667,0.22771,0.34403,0.28297,1.28516,0.92572,0.44681,0.77778,1.0,-1.0
test,v24_ens5,POU3F1,0.77444,0.86851,0.66667,0.92969,0.575,0.13121,0.19839,0.11277,0.479,0.42965,0.46466,0.6,3.0,-3.0
test,v24_ens5,POU3F2,0.67303,0.84269,0.57143,0.84211,0.55,0.1545,0.21015,0.13832,0.53848,0.54511,0.3926,0.58333,5.0,-5.0
test,v24_ens5,POU5F1,0.47133,0.67563,0.6125,0.77082,0.45064,0.24092,0.33265,0.27045,1.16194,0.93354,0.40745,0.86905,2.58333,2.58333
test,v24_ens5,POU5F1::SOX2,0.50537,0.7372,0.56647,0.73892,0.35929,0.19986,0.2839,0.20447,0.85916,0.66951,0.30958,0.61538,3.75,-3.75
test,v24_ens5,POU6F1,0.76416,0.85367,0.81111,0.9408,0.44583,0.16314,0.22964,0.16447,0.60518,0.91957,0.53631,0.71429,0.33333,0.33333
test,v24_ens5,SKN-1,0.37402,0.6523,0.625,0.67633,0.64167,0.23935,0.3298,0.31812,1.45053,0.88466,0.37402,1.0,5.0,5.0
test,v24_ens5,SPDEF,0.49904,0.70935,0.6,0.68091,0.52381,0.2111,0.31329,0.25493,1.14225,0.76826,0.49904,1.0,2.0,2.0
test,v24_ens5,THRB,0.64557,0.78504,0.74667,0.8983,0.63,0.21497,0.26542,0.20114,0.72486,0.90532,0.19248,0.3,8.6,-8.6
test,v24_ens5,TP53,0.36788,0.66701,0.52121,0.66144,0.51736,0.25085,0.31928,0.2839,1.09839,0.978,0.189,0.52778,6.75,-6.75
test,v24_ens5,TP63,0.40463,0.68604,0.55714,0.70001,0.48294,0.24508,0.31801,0.30428,1.1502,1.05196,0.2153,0.52381,8.57143,-8.57143
test,v24_ens5,TP73,0.34046,0.71044,0.55317,0.66721,0.57466,0.22253,0.28468,0.22471,0.8737,0.80536,0.18209,0.54911,6.92857,-6.92857
excluded,random_uniform,EHF,0.0,0.61114,0.32973,0.5,0.12176,0.28723,0.34748,0.33921,1.2751,1.2751,0.0,1.0,4.14286,4.14286
excluded,random_uniform,ELF4,0.0,0.61663,0.35152,0.5,0.12847,0.28833,0.34915,0.34615,1.29226,1.29226,0.0,1.0,3.0,3.0
excluded,random_uniform,ELF5,0.0,0.64649,0.3314,0.5,0.1207,0.26657,0.32932,0.31283,1.16487,1.16487,0.0,1.0,3.72727,3.72727
excluded,random_uniform,ELK3,0.0,0.584,0.33333,0.5,0.125,0.30678,0.36437,0.37164,1.39635,1.39635,0.0,1.0,4.4,4.4
excluded,random_uniform,ETV2,0.0,0.61138,0.4326,0.5,0.15057,0.29013,0.34529,0.3527,1.30187,1.30187,0.0,1.0,4.14286,4.14286
excluded,random_uniform,ETV3,0.0,0.62251,0.29592,0.5,0.11345,0.27984,0.33636,0.33313,1.23383,1.23383,0.0,0.91479,3.85714,0.42857
excluded,random_uniform,ETV7,0.0,0.61898,0.26057,0.5,0.10156,0.28614,0.34393,0.33533,1.25848,1.25848,0.0,0.98438,3.0,2.5
excluded,random_uniform,EWSR1-FLI1,0.0,0.50832,0.42857,0.5,0.15,0.36684,0.42373,0.50913,1.88402,1.88402,0.0,0.77778,4.0,-4.0
excluded,random_uniform,FOXB1,0.0,0.62598,0.33681,0.5,0.12067,0.27862,0.3318,0.3136,1.18029,1.18029,0.0,0.67776,5.25,-5.0
excluded,random_uniform,FOXC1,0.0,0.63763,0.23241,0.5,0.08671,0.27031,0.32322,0.30983,1.15024,1.15024,0.0,0.87261,2.4,-0.8
excluded,random_uniform,FOXD1,0.0,0.53121,0.57143,0.5,0.18182,0.34643,0.40156,0.44706,1.67543,1.67543,0.0,1.0,2.0,2.0
excluded,random_uniform,FOXD2,0.0,0.62527,0.29206,0.5,0.10163,0.27772,0.32991,0.3257,1.20311,1.20311,0.0,0.77444,3.1,-2.7
